path	emotion
./emotion/놀라움/2_4588G2A4_4521G2A4_T1_2D03T0106C000291_021347_1098.26_1100.07.wav	놀라움
./emotion/화남/2_4725G2A5_4724G2A5_T1_2D11T0471C000436_021141_1143.0_1143.85.wav	화남
./emotion/기쁨/2_3918G2A3_3919G2A3_T1_2D08T0351C000538_017639_188.73_190.63.wav	기쁨
./emotion/화남/2_4580G1A2_4579G2A3_T1_2D05T0218C000331_020401_33.17_35.14.wav	화남
./emotion/놀라움/2_3735G2A3_3734G2A2_T1_2D06T0219C000489_016647_1024.32_1024.68.wav	놀라움
./emotion/화남/2_3776G2A2_3777G2A5_T1_2D01T0029C000349_016860_560.92_562.45.wav	화남
./emotion/슬픔/2_3761G2A2_4143G2A4_T1_2D11T0473C000569_026274_349.17_351.1.wav	슬픔
./emotion/놀라움/2_4625G2A3_5321G1A2_T1_2D06T0245C000321_027227_434.35_436.1.wav	놀라움
./emotion/화남/2_4772G2A5_4771G2A5_T1_2D05T0212C000390_021349_753.48_756.99.wav	화남
./emotion/놀라움/2_4053G2A5_4054G2A5_T1_2D03T0111C000418_018218_241.33_243.96.wav	놀라움
./emotion/놀라움/2_4290G2A4_4289G2A4_T1_2D06T0224C000460_023801_63.39_64.19.wav	놀라움
./emotion/놀라움/2_4588G2A4_4521G2A4_T1_2D03T0106C000291_021347_247.99_248.92.wav	놀라움
./emotion/기쁨/2_4733G2A4_4723G2A5_T1_2D06T0258C000468_021179_47.04_48.01.wav	기쁨
./emotion/놀라움/2_3735G2A3_3734G2A2_T1_2D06T0219C000489_016647_555.35_556.23.wav	놀라움
./emotion/화남/2_4298G2A2_4305G2A2_T1_2D06T0229C000188_026327_1107.39_1108.82.wav	화남
./emotion/화남/2_4155G2A5_4154G2A5_T1_2D08T0357C000466_019112_500.28_503.74.wav	화남
./emotion/화남/2_4772G2A5_4771G2A5_T1_2D01T0047C000368_021329_774.51_776.55.wav	화남
./emotion/화남/2_4540G2A5_4541G2A5_T1_2D11T0479C000461_020291_770.76_771.43.wav	화남
./emotion/기쁨/2_4025G1A3_4024G1A3_T1_2D11T0482C000184_018164_141.85_144.47.wav	기쁨
./emotion/사랑스러움/2_4198G2A3_4195G2A6_T1_2D02T0064C000468_018721_395.73_397.6.wav	사랑스러움
./emotion/슬픔/2_4708G2A2_4707G2A2_T1_2D05T0177C000310_021063_592.23_597.31.wav	슬픔
./emotion/놀라움/2_4039G2A5_4038G2A5_T1_2D03T0111C000442_018205_958.51_959.49.wav	놀라움
./emotion/슬픔/2_3761G2A2_4143G2A4_T1_2D11T0473C000569_026274_1870.16_1871.85.wav	슬픔
./emotion/놀라움/2_3735G2A3_3734G2A2_T1_2D06T0219C000489_016647_598.76_599.76.wav	놀라움
./emotion/놀라움/2_3982G2A2_3980G2A3_T1_2D05T0202C000270_018620_215.12_217.1.wav	놀라움
./emotion/사랑스러움/2_3898G2A4_3897G2A4_T1_2D02T0090C000457_017535_183.67_184.95.wav	사랑스러움
./emotion/기쁨/2_4422G2A4_4423G2A4_T1_2D09T0401C000473_019730_897.31_899.1.wav	기쁨
./emotion/슬픔/2_3761G2A2_4143G2A4_T1_2D11T0473C000569_026274_1375.58_1377.08.wav	슬픔
./emotion/기쁨/2_4082G2A4_4081G1A5_T1_2D06T0258C000199_018346_767.66_775.05.wav	기쁨
./emotion/화남/2_4306G2A2_4295G2A2_T1_2D10T0430C000206_026437_280.93_281.24.wav	화남
./emotion/놀라움/2_3735G2A3_3734G2A2_T1_2D06T0219C000489_016647_496.35_496.81.wav	놀라움
./emotion/기쁨/2_4733G2A4_4723G2A5_T1_2D06T0258C000468_021179_420.96_421.82.wav	기쁨
./emotion/사랑스러움/2_3854G2A2_3855G2A2_T1_2D10T0449C000249_017303_483.56_487.33.wav	사랑스러움
./emotion/기쁨/2_4610G2A2_4611G2A2_T1_2D09T0405C000250_026048_662.83_669.05.wav	기쁨
./emotion/사랑스러움/2_4198G2A3_4195G2A6_T1_2D02T0064C000468_018721_500.68_501.94.wav	사랑스러움
./emotion/놀라움/2_4678G2A5_4757G2A5_T1_2D02T0099C000454_021276_577.65_580.54.wav	놀라움
./emotion/화남/2_4334G2A2_4491G2A2_T1_2D01T0005C000307_020042_245.75_247.31.wav	화남
./emotion/슬픔/2_3758G2A2_4141G2A4_T1_2D06T0267C000310_018550_1074.31_1076.02.wav	슬픔
./emotion/화남/2_4285G2A4_4286G2A4_T1_2D11T0473C000344_019251_541.45_543.18.wav	화남
./emotion/기쁨/2_3836G2A2_3837G2A5_T1_2D09T0405C000385_017162_690.93_691.27.wav	기쁨
./emotion/기쁨/2_4292G2A4_4291G2A4_T1_2D03T0104C000457_023835_708.33_711.7.wav	기쁨
./emotion/놀라움/2_4194G2A5_4196G2A5_T1_2D09T0415C000492_018858_989.28_989.98.wav	놀라움
./emotion/화남/2_4554G2A4_4553G2A4_T1_2D02T0102C000537_020320_748.72_756.31.wav	화남
./emotion/기쁨/2_4668G2A5_4669G2A5_T1_2D06T0255C000543_020767_449.19_452.05.wav	기쁨
./emotion/화남/2_4772G2A5_4771G2A5_T1_2D05T0212C000390_021349_611.8_614.76.wav	화남
./emotion/기쁨/2_4733G2A4_4723G2A5_T1_2D01T0002C000380_021196_291.62_294.87.wav	기쁨
./emotion/기쁨/2_4292G2A4_4291G2A4_T1_2D03T0104C000457_023835_283.61_285.33.wav	기쁨
./emotion/화남/2_4298G2A2_4305G2A2_T1_2D05T0210C000186_025122_771.8_794.76.wav	화남
./emotion/기쁨/2_3735G2A3_3734G2A2_T1_2D10T0447C000279_018055_281.4_282.8.wav	기쁨
./emotion/기쁨/2_4652G2A4_4654G2A4_T1_2D10T0460C000324_020701_377.71_381.29.wav	기쁨
./emotion/기쁨/2_4731G2A4_4738G2A4_T1_2D09T0400C000215_021926_385.41_385.97.wav	기쁨
./emotion/기쁨/2_4155G2A5_4154G2A5_T1_2D05T0178C000417_019117_305.94_308.96.wav	기쁨
./emotion/놀라움/2_3982G2A2_3980G2A3_T1_2D05T0202C000270_018620_576.8_580.11.wav	놀라움
./emotion/슬픔/2_4652G2A4_4654G2A4_T1_2D10T0445C000327_020749_150.35_156.45.wav	슬픔
./emotion/기쁨/2_4392G2A6_4388G2A5_T1_2D06T0258C000447_019471_1006.01_1007.06.wav	기쁨
./emotion/기쁨/2_4358G1A6_5881G2A5_T1_2D11T0466C000420_026928_128.13_133.23.wav	기쁨
./emotion/슬픔/2_4321G2A4_4316G2A4_T1_2D05T0176C000179_019323_170.03_171.59.wav	슬픔
./emotion/사랑스러움/2_4198G2A3_4195G2A6_T1_2D01T0031C000167_019842_245.95_252.45.wav	사랑스러움
./emotion/놀라움/2_4053G2A5_4054G2A5_T1_2D03T0111C000418_018218_640.51_642.89.wav	놀라움
./emotion/화남/2_4725G2A5_4724G2A5_T1_2D11T0471C000436_021141_466.91_471.56.wav	화남
./emotion/두려움/2_4401G1A2_4399G2A2_T1_2D11T0473C000495_019547_74.93_79.48.wav	두려움
./emotion/놀라움/2_4290G2A4_4289G2A4_T1_2D06T0224C000460_023801_695.31_696.78.wav	놀라움
./emotion/놀라움/2_4316G2A4_4321G2A4_T1_2D05T0195C000304_019310_471.81_474.27.wav	놀라움
./emotion/기쁨/2_3776G2A2_3777G2A5_T1_2D09T0401C000291_017088_513.26_517.71.wav	기쁨
./emotion/기쁨/2_4149G2A2_4152G1A5_T1_2D06T0269C000544_018571_285.39_287.34.wav	기쁨
./emotion/놀라움/2_4290G2A4_4289G2A4_T1_2D06T0224C000460_023801_417.7_419.21.wav	놀라움
./emotion/두려움/2_3776G2A2_3777G2A5_T1_2D09T0398C000303_017123_292.62_295.45.wav	두려움
./emotion/기쁨/2_3836G2A2_3837G2A5_T1_2D09T0414C000338_017255_414.05_415.72.wav	기쁨
./emotion/기쁨/2_4149G2A2_4152G1A5_T1_2D06T0269C000544_018571_278.35_280.09.wav	기쁨
./emotion/기쁨/2_4626G2A5_4637G2A2_T1_2D02T0065C000150_020779_194.84_198.4.wav	기쁨
./emotion/기쁨/2_4422G2A4_4423G2A4_T1_2D09T0401C000473_019730_494.14_495.92.wav	기쁨
./emotion/기쁨/2_4082G2A4_4081G1A5_T1_2D06T0258C000199_018346_31.83_40.02.wav	기쁨
./emotion/화남/2_3732G2A3_3571G2A2_T1_2D08T0349C000327_016627_700.55_704.35.wav	화남
./emotion/화남/2_4285G2A4_4286G2A4_T1_2D11T0473C000344_019251_603.59_606.05.wav	화남
./emotion/기쁨/2_4422G2A4_4423G2A4_T1_2D09T0401C000473_019730_827.87_833.54.wav	기쁨
./emotion/놀라움/2_4423G2A4_4422G2A4_T1_2D09T0403C000209_019668_87.95_94.25.wav	놀라움
./emotion/슬픔/2_4578G2A3_4577G2A5_T1_2D05T0212C000202_020385_452.7_466.41.wav	슬픔
./emotion/놀라움/2_4772G2A5_4771G2A5_T1_2D02T0083C000387_021333_205.21_207.61.wav	놀라움
./emotion/슬픔/2_4082G2A4_4081G1A5_T1_2D09T0401C000301_018357_362.43_363.99.wav	슬픔
./emotion/슬픔/2_4028G2A5_4029G2A5_T1_2D08T0354C000378_018169_199.95_205.65.wav	슬픔
./emotion/놀라움/2_4354G1A2_4355G1A2_T1_2D04T0166C000445_019386_406.57_406.95.wav	놀라움
./emotion/기쁨/2_3840G2A4_3842G2A4_T1_2D03T0124C000651_017217_1006.2_1008.95.wav	기쁨
./emotion/슬픔/2_4562G1A5_4563G2A4_T1_2D09T0407C000221_020332_685.9_688.38.wav	슬픔
./emotion/기쁨/2_3918G2A3_3919G2A3_T1_2D08T0351C000538_017639_762.3_764.29.wav	기쁨
./emotion/사랑스러움/2_3718G2A2_3721G2A2_T1_2D02T0063C000350_018032_338.54_339.25.wav	사랑스러움
./emotion/기쁨/2_4303G2A2_4304G2A5_T1_2D09T0375C000139_019257_40.13_45.2.wav	기쁨
./emotion/두려움/2_4401G1A2_4399G2A2_T1_2D11T0473C000495_019547_981.21_984.49.wav	두려움
./emotion/슬픔/2_3918G2A3_3919G2A3_T1_2D08T0351C000544_017649_289.28_289.55.wav	슬픔
./emotion/화남/2_4218G2A2_4217G2A3_T1_2D08T0350C000197_019035_281.06_283.82.wav	화남
./emotion/기쁨/2_4144G1A2_3678G1A2_T1_2D06T0221C000363_018548_142.5_147.95.wav	기쁨
./emotion/기쁨/2_4433G2A3_4442G2A3_T1_2D10T0460C000482_019719_593.81_595.42.wav	기쁨
./emotion/놀라움/2_3809G2A4_3690G2A4_T1_2D06T0247C000129_016995_238.03_238.79.wav	놀라움
./emotion/기쁨/2_4246G2A5_4240G2A5_T1_2D09T0393C000279_019080_393.3_398.25.wav	기쁨
./emotion/슬픔/2_3761G2A2_4143G2A4_T1_2D11T0473C000569_026274_103.48_106.22.wav	슬픔
./emotion/슬픔/2_3758G2A2_4141G2A4_T1_2D06T0267C000310_018550_246.21_248.16.wav	슬픔
./emotion/놀라움/2_4316G2A4_4321G2A4_T1_2D05T0195C000304_019310_744.65_745.64.wav	놀라움
./emotion/놀라움/2_4053G2A5_4054G2A5_T1_2D03T0111C000418_018218_366.42_368.53.wav	놀라움
./emotion/슬픔/2_4578G2A3_4577G2A5_T1_2D05T0212C000202_020385_413.23_419.06.wav	슬픔
./emotion/기쁨/2_3836G2A2_3837G2A5_T1_2D09T0405C000385_017162_841.08_842.84.wav	기쁨
./emotion/놀라움/2_4597G1A2_4602G1A2_T1_2D03T0121C000232_020559_140.31_141.26.wav	놀라움
./emotion/놀라움/2_4382G2A4_4384G2A4_T1_2D01T0002C000447_020229_354.53_355.03.wav	놀라움
./emotion/화남/2_4053G2A5_4054G2A5_T1_2D03T0111C000508_018225_937.55_940.3.wav	화남
./emotion/놀라움/2_4145G2A5_4146G2A5_T1_2D01T0041C000383_018552_665.45_666.61.wav	놀라움
./emotion/슬픔/2_3761G2A2_4143G2A4_T1_2D11T0473C000569_026274_1795.47_1798.91.wav	슬픔
./emotion/화남/2_4725G2A5_4724G2A5_T1_2D11T0471C000436_021141_836.69_838.42.wav	화남
./emotion/기쁨/2_4344G2A3_4343G2A3_T1_2D02T0091C000276_026492_450.7_452.7.wav	기쁨
./emotion/기쁨/2_4182G2A2_4226G2A2_T1_2D06T0263C000154_019083_120.1_124.6.wav	기쁨
./emotion/기쁨/2_4699G2A2_4698G2A2_T1_2D03T0124C000280_020991_349.82_351.1.wav	기쁨
./emotion/기쁨/2_4292G2A4_4291G2A4_T1_2D03T0104C000457_023835_1132.93_1133.98.wav	기쁨
./emotion/화남/2_4637G2A2_4626G2A5_T1_2D10T0421C000278_021715_508.32_510.95.wav	화남
./emotion/놀라움/2_4217G2A3_4218G2A2_T1_2D08T0371C000231_018902_34.96_36.08.wav	놀라움
./emotion/기쁨/2_3836G2A2_3837G2A5_T1_2D09T0414C000338_017255_140.68_144.12.wav	기쁨
./emotion/놀라움/2_4039G2A5_4038G2A5_T1_2D03T0111C000442_018205_762.61_763.99.wav	놀라움
./emotion/슬픔/2_4578G2A3_4577G2A5_T1_2D05T0212C000202_020385_913.13_923.05.wav	슬픔
./emotion/놀라움/2_4597G1A2_4602G1A2_T1_2D03T0121C000232_020559_200.26_200.93.wav	놀라움
./emotion/놀라움/2_4421G2A5_4420G2A5_T1_2D10T0447C000458_019654_767.36_770.59.wav	놀라움
./emotion/사랑스러움/2_4678G2A5_4757G2A5_T1_2D02T0099C000454_021276_596.6_597.46.wav	사랑스러움
./emotion/기쁨/2_4082G2A4_4081G1A5_T1_2D06T0258C000199_018346_55.29_62.27.wav	기쁨
./emotion/기쁨/2_4521G2A4_4588G2A4_T1_2D06T0265C000213_021359_525.05_525.87.wav	기쁨
./emotion/놀라움/2_3833G2A5_3829G2A2_T1_2D05T0182C000258_017153_294.1_298.63.wav	놀라움
./emotion/기쁨/2_4433G2A3_4442G2A3_T1_2D10T0460C000482_019719_373.24_376.1.wav	기쁨
./emotion/화남/2_4772G2A5_4771G2A5_T1_2D01T0047C000368_021329_423.3_424.45.wav	화남
./emotion/기쁨/2_4420G2A5_4421G2A5_T1_2D10T0447C000439_019680_719.79_721.87.wav	기쁨
./emotion/기쁨/2_4155G2A5_4154G2A5_T1_2D08T0357C000429_019109_65.27_67.83.wav	기쁨
./emotion/놀라움/2_4597G1A2_4602G1A2_T1_2D03T0121C000232_020559_403.42_405.58.wav	놀라움
./emotion/놀라움/2_4687G2A3_4688G2A3_T1_2D10T0464C000275_021748_45.79_47.09.wav	놀라움
./emotion/놀라움/2_4290G2A4_4289G2A4_T1_2D06T0224C000460_023801_987.14_990.2.wav	놀라움
./emotion/기쁨/2_4392G2A6_4388G2A5_T1_2D06T0258C000447_019471_759.63_760.24.wav	기쁨
./emotion/화남/2_4772G2A5_4771G2A5_T1_2D05T0212C000390_021349_382.04_384.47.wav	화남
./emotion/기쁨/2_4422G2A4_4423G2A4_T1_2D09T0404C000282_019775_887.65_889.65.wav	기쁨
./emotion/슬픔/2_4082G2A4_4081G1A5_T1_2D09T0401C000301_018357_794.55_794.86.wav	슬픔
./emotion/기쁨/2_4181G2A2_4510G2A2_T1_2D09T0413C000258_020130_645.9_649.75.wav	기쁨
./emotion/기쁨/2_4182G2A2_4226G2A2_T1_2D06T0263C000154_019083_577.05_579.7.wav	기쁨
./emotion/기쁨/2_4652G2A4_4654G2A4_T1_2D10T0460C000367_020720_1057.5_1068.0.wav	기쁨
./emotion/기쁨/2_3836G2A2_3837G2A5_T1_2D09T0414C000338_017255_622.5_623.03.wav	기쁨
./emotion/놀라움/2_4581G2A5_4583G2A5_T1_2D03T0111C000498_020440_745.87_748.48.wav	놀라움
./emotion/화남/2_3776G2A2_3777G2A5_T1_2D01T0029C000349_016860_73.93_75.08.wav	화남
./emotion/화남/2_4772G2A5_4771G2A5_T1_2D05T0212C000390_021349_488.74_491.75.wav	화남
./emotion/화남/2_4285G2A4_4286G2A4_T1_2D11T0473C000344_019251_511.66_514.15.wav	화남
./emotion/슬픔/2_4092G2A4_4128G2A4_T1_2D09T0407C000343_018637_677.05_679.85.wav	슬픔
./emotion/기쁨/2_4149G2A2_4152G1A5_T1_2D06T0269C000544_018571_656.84_659.52.wav	기쁨
./emotion/기쁨/2_4422G2A4_4423G2A4_T1_2D09T0401C000473_019730_181.9_185.44.wav	기쁨
./emotion/기쁨/2_4155G2A5_4154G2A5_T1_2D05T0178C000417_019117_67.6_69.88.wav	기쁨
./emotion/기쁨/2_4344G2A3_4343G2A3_T1_2D02T0091C000276_026492_193.1_199.05.wav	기쁨
./emotion/놀라움/2_4772G2A5_4771G2A5_T1_2D02T0083C000387_021333_647.93_649.62.wav	놀라움
./emotion/놀라움/2_4423G2A4_4422G2A4_T1_2D09T0403C000209_019668_84.8_87.9.wav	놀라움
./emotion/화남/2_4286G2A4_4285G2A4_T1_2D08T0348C000393_019217_855.02_855.92.wav	화남
